医院,姓名,科室,评分,擅长,简介
四川大学华西医院,程德云,呼吸与危重症医学科,3.7,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
四川大学华西医院,金洪,呼吸与危重症医学科,3.7,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
四川大学华西医院,刘春涛,呼吸与危重症医学科,3.7,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
四川大学华西医院,文富强,呼吸与危重症医学科,3.8,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
四川大学华西医院,张蜀,急诊科,3.6,急危重症抢救、心肺复苏、急性中毒,主任医师，急诊科专科，在急危重症救治方面有丰富经验。
四川大学华西医院,贺建清,结核病科,3.7,结核病科常见病、多发病诊治,主任医师，结核病科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,单友荷,精神科,3.9,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,邓红,精神科,4.0,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,胡泽卿,精神科,4.0,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,李进,精神科,3.9,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,李静,精神科,4.0,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,李名立,精神科,4.0,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,李喆,精神科,3.9,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,刘志中,精神科,3.9,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,邱昌建,精神科,3.9,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,孙学礼,精神科,4.1,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,唐向东,精神科,4.0,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,王强,精神科,4.0,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,王雪,精神科,4.0,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,向孟泽,精神科,3.9,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,殷莉,精神科,4.0,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,张波,精神科,3.9,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,张惠开,精神科,3.9,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,张骏,精神科,4.0,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,张岚,精神科,4.1,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,张伟,精神科,4.0,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,张远慧,精神科,3.9,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,朱昌明,精神科,3.9,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,杜桂芝,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
四川大学华西医院,姜春玲,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
四川大学华西医院,李崎,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
四川大学华西医院,梁鹏,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
四川大学华西医院,刘斌,麻醉科,3.9,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
四川大学华西医院,苏有平,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
四川大学华西医院,王儒蓉,麻醉科,3.9,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
四川大学华西医院,王晓,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
四川大学华西医院,朱涛,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
四川大学华西医院,左云霞,麻醉科,3.9,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
四川大学华西医院,刘毅,免疫科,3.7,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
四川大学华西医院,谢其冰,免疫科,3.7,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
四川大学华西医院,安振梅,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
四川大学华西医院,陈德才,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
四川大学华西医院,李秀钧,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
四川大学华西医院,任艳,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
四川大学华西医院,童南伟,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
四川大学华西医院,王椿,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
四川大学华西医院,王覃,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
四川大学华西医院,余希杰,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
四川大学华西医院,张雨薇,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
四川大学华西医院,赵铁耘,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
四川大学华西医院,董碧蓉,普通内科,3.7,普通内科常见病、多发病诊治,主任医师，普通内科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,罗凤鸣,全科,3.7,全科常见病、多发病诊治,主任医师，全科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,陈蕾,神经内科,3.7,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
四川大学华西医院,李劲梅,神经内科,3.7,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
四川大学华西医院,彭蓉,神经内科,3.7,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
四川大学华西医院,吴波,神经内科,3.7,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
四川大学华西医院,徐严明,神经内科,4.4,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
四川大学华西医院,陈兢,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
四川大学华西医院,方芳,神经外科,3.8,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
四川大学华西医院,关俊文,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
四川大学华西医院,贺民,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
四川大学华西医院,黄思庆,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
四川大学华西医院,惠旭辉,神经外科,3.8,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
四川大学华西医院,姜曙,神经外科,3.8,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
四川大学华西医院,鞠延,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
四川大学华西医院,李浩,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
四川大学华西医院,李进,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
四川大学华西医院,李鹏,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
四川大学华西医院,李强,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
四川大学华西医院,刘家刚,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
